k,t,angle,bias,p00,p01,p10,p11,sym_resid,det,lambda_min,k0,k1,true_angle,true_bias
91,1.820000,0.3128960431,0.03372501582,6.351619959e-06,-5.45848161e-06,-5.45848161e-06,1.538638026e-05,0,6.79334e-11,3.78368e-06,0.06351988949,-0.05458889902,0.3047940812,0.02867302985
92,1.840000,0.3328734562,0.03377721645,6.328336895e-06,-5.402602255e-06,-5.402602255e-06,1.525320113e-05,0,6.73393e-11,3.78353e-06,0.06328296755,-0.05402694643,0.3262617657,0.02904742146
93,1.860000,0.3493367285,0.03411616664,6.305985153e-06,-5.349516869e-06,-5.349516869e-06,1.512747258e-05,0,6.67763e-11,3.78333e-06,0.06306227669,-0.05349865556,0.3450564676,0.02808421109
94,1.880000,0.3630547002,0.03479293082,6.284564734e-06,-5.298294127e-06,-5.298294127e-06,1.500640064e-05,0,6.62368e-11,3.7833e-06,0.06284148246,-0.05298759043,0.3609787502,0.02841795702
95,1.900000,0.3734454587,0.03560091276,6.264075637e-06,-5.248934031e-06,-5.248934031e-06,1.489184797e-05,0,6.57324e-11,3.78378e-06,0.06263695005,-0.05249281228,0.3739883716,0.02938958784
96,1.920000,0.3830179796,0.03485781979,6.24358654e-06,-5.202367902e-06,-5.202367902e-06,1.478288323e-05,0,6.52336e-11,3.78311e-06,0.0624405155,-0.05202357471,0.3842017919,0.02911561095
97,1.940000,0.3888266608,0.03521416988,6.224028766e-06,-5.156733096e-06,-5.156733096e-06,1.46785751e-05,0,6.4768e-11,3.78334e-06,0.06224399805,-0.05157160759,0.3918823765,0.02976434188
98,1.960000,0.3936337866,0.03507283516,6.205402315e-06,-5.113892257e-06,-5.113892257e-06,1.458078623e-05,0,6.43278e-11,3.78335e-06,0.06205559149,-0.05113646388,0.397423783,0.02971785282
99,1.980000,0.3968189806,0.03490157332,6.187707186e-06,-5.072914064e-06,-5.072914064e-06,1.448486e-05,0,6.38936e-11,3.78303e-06,0.06187530607,-0.05072692037,0.4013273297,0.02945980575
100,2.000000,0.4006338045,0.03399908729,6.170012057e-06,-5.033798516e-06,-5.033798516e-06,1.439452171e-05,0,6.34752e-11,3.78228e-06,0.06170315016,-0.05033424497,0.4041744204,0.02904971166
101,2.020000,0.4025210179,0.03388832696,6.15324825e-06,-4.99561429e-06,-4.99561429e-06,1.430790871e-05,0,6.3084e-11,3.78226e-06,0.06153093185,-0.04995891452,0.4065953216,0.02921344796
102,2.040000,0.4066336863,0.03272338584,6.136484444e-06,-4.95929271e-06,-4.95929271e-06,1.422595233e-05,0,6.27028e-11,3.78165e-06,0.06136685517,-0.04959176481,0.409235758,0.0297803825
103,2.060000,0.4097526334,0.03305492643,6.121583283e-06,-4.924833775e-06,-4.924833775e-06,1.414772123e-05,0,6.23525e-11,3.7818e-06,0.06121913716,-0.04924984276,0.4127228869,0.03008812911
104,2.080000,0.4153046943,0.03335016314,6.106682122e-06,-4.891306162e-06,-4.891306162e-06,1.40722841e-05,0,6.20101e-11,3.78174e-06,0.06107137259,-0.04891656339,0.4176322419,0.03062321808
105,2.100000,0.423145961,0.03317663539,6.092712283e-06,-4.859641194e-06,-4.859641194e-06,1.400057226e-05,0,6.16853e-11,3.78169e-06,0.06092356145,-0.04859191179,0.4244571898,0.03034833994
106,2.120000,0.4334283248,0.03284198232,6.078742445e-06,-4.828907549e-06,-4.828907549e-06,1.393072307e-05,0,6.13629e-11,3.78125e-06,0.06078391895,-0.0482929945,0.4335823278,0.03010377044
107,2.140000,0.4458054043,0.03273164202,6.065703928e-06,-4.799105227e-06,-4.799105227e-06,1.386553049e-05,0,6.10728e-11,3.78171e-06,0.06066067144,-0.04799313843,0.4452620675,0.03009859567
108,2.160000,0.4612046108,0.03333399165,6.052665412e-06,-4.77116555e-06,-4.77116555e-06,1.380313188e-05,0,6.07817e-11,3.78124e-06,0.06052917056,-0.04771111906,0.4596054131,0.03030353412
109,2.180000,0.4797165692,0.03291876148,6.039626896e-06,-4.744157195e-06,-4.744157195e-06,1.374445856e-05,0,6.05044e-11,3.78073e-06,0.06039763335,-0.04743778706,0.4765676569,0.03003485036
110,2.200000,0.4995891303,0.03354066703,6.028451025e-06,-4.718080163e-06,-4.718080163e-06,1.368764788e-05,0,6.0255e-11,3.78136e-06,0.06028250884,-0.04718104005,0.4959493963,0.03040104862
111,2.220000,0.5214363858,0.03403476719,6.016343832e-06,-4.692934453e-06,-4.692934453e-06,1.363176852e-05,0,5.99898e-11,3.78069e-06,0.06016735546,-0.04693299532,0.5174029418,0.03043934775
112,2.240000,0.5443103537,0.03440095764,6.006099284e-06,-4.669651389e-06,-4.669651389e-06,1.357961446e-05,0,5.97549e-11,3.78077e-06,0.06006040145,-0.04669322073,0.5404458427,0.0299857129
113,2.260000,0.5678840801,0.03524465207,5.994923413e-06,-4.647299647e-06,-4.647299647e-06,1.352932304e-05,0,5.95099e-11,3.77972e-06,0.05995342415,-0.04647091031,0.5644809335,0.0301757729
114,2.280000,0.5923893079,0.03542135842,5.985610187e-06,-4.625879228e-06,-4.625879228e-06,1.348275691e-05,0,5.93038e-11,3.78015e-06,0.05985465366,-0.04625689983,0.588821998,0.02935757456
115,2.300000,0.6156442016,0.03558516689,5.975365639e-06,-4.605390131e-06,-4.605390131e-06,1.343712211e-05,0,5.90821e-11,3.77927e-06,0.05975586269,-0.04605159163,0.6127238944,0.02975787281
116,2.320000,0.6373131387,0.03539195564,5.966983736e-06,-4.585832357e-06,-4.585832357e-06,1.339334995e-05,0,5.8888e-11,3.77952e-06,0.05966528598,-0.04585461318,0.6354157714,0.02998433175
117,2.340000,0.6557104029,0.03538899776,5.95767051e-06,-4.566274583e-06,-4.566274583e-06,1.335144043e-05,0,5.86926e-11,3.77937e-06,0.05957469158,-0.04566633701,0.6561358652,0.03005516711
118,2.360000,0.6732062697,0.03499910422,5.949288607e-06,-4.547648132e-06,-4.547648132e-06,1.331139356e-05,0,5.85122e-11,3.77959e-06,0.05949231796,-0.04547764361,0.6741662884,0.02974229615
119,2.380000,0.6869503669,0.03435437195,5.940906703e-06,-4.529953003e-06,-4.529953003e-06,1.327320933e-05,0,5.83344e-11,3.77944e-06,0.05940993037,-0.04529766738,0.6888662176,0.02958131846
120,2.400000,0.6972514279,0.03410231788,5.9325248e-06,-4.512257874e-06,-4.512257874e-06,1.323781908e-05,0,5.81732e-11,3.7798e-06,0.05932752788,-0.04512642324,0.6997019582,0.02966185844
121,2.420000,0.7028316967,0.03319504485,5.92507422e-06,-4.495494068e-06,-4.495494068e-06,1.320242882e-05,0,5.80159e-11,3.7802e-06,0.05925335363,-0.04495474696,0.7062724978,0.02944723872
122,2.440000,0.7017775699,0.03370839264,5.917623639e-06,-4.479661584e-06,-4.479661584e-06,1.316890121e-05,0,5.78612e-11,3.78022e-06,0.05917916726,-0.04480057955,0.7083293667,0.02955288399
123,2.460000,0.6968519017,0.03379969485,5.910173059e-06,-4.464760423e-06,-4.464760423e-06,1.313723624e-05,0,5.77093e-11,3.77986e-06,0.05910496973,-0.04464638233,0.705789874,0.02975408993
124,2.480000,0.687367361,0.03421132918,5.9036538e-06,-4.449859262e-06,-4.449859262e-06,1.310650259e-05,0,5.7575e-11,3.78044e-06,0.05903900601,-0.04450052977,0.6987430902,0.02944128163
125,2.500000,0.6749798544,0.03344763909,5.897134542e-06,-4.435889423e-06,-4.435889423e-06,1.307763159e-05,0,5.74434e-11,3.78063e-06,0.05897303298,-0.0443546623,0.6874482704,0.03008371546
126,2.520000,0.6590016298,0.03304389585,5.890615284e-06,-4.422850907e-06,-4.422850907e-06,1.304969192e-05,0,5.73091e-11,3.78028e-06,0.05890705157,-0.0442263037,0.6723257565,0.03077463927
127,2.540000,0.6398075745,0.03229707479,5.885027349e-06,-4.409812391e-06,-4.409812391e-06,1.302268356e-05,0,5.71924e-11,3.78085e-06,0.05884930957,-0.04409754276,0.6539407341,0.03084067379
128,2.560000,0.617849689,0.03228689265,5.879439414e-06,-4.397705197e-06,-4.397705197e-06,1.299660653e-05,0,5.70729e-11,3.78087e-06,0.05879156012,-0.04397752881,0.6329805453,0.03113958637
129,2.580000,0.5943000838,0.03159724828,5.872920156e-06,-4.385598004e-06,-4.385598004e-06,1.297332346e-05,0,5.69578e-11,3.78066e-06,0.05873380415,-0.04385749996,0.6102265472,0.03042783951
