scenario,anomaly_kind,method,fpr,tpr
multimode,spike,batch full SVD (warm-up),0.24,0.375
multimode,spike,batch full SVD (warm-up),0.25,0.391667
multimode,spike,batch full SVD (warm-up),0.26,0.416667
multimode,spike,batch full SVD (warm-up),0.27,0.416667
multimode,spike,batch full SVD (warm-up),0.28,0.433333
multimode,spike,batch full SVD (warm-up),0.29,0.433333
multimode,spike,batch full SVD (warm-up),0.3,0.45
multimode,spike,batch full SVD (warm-up),0.31,0.475
multimode,spike,batch full SVD (warm-up),0.32,0.483333
multimode,spike,batch full SVD (warm-up),0.33,0.5
multimode,spike,batch full SVD (warm-up),0.34,0.508333
multimode,spike,batch full SVD (warm-up),0.35,0.533333
multimode,spike,batch full SVD (warm-up),0.36,0.533333
multimode,spike,batch full SVD (warm-up),0.37,0.541667
multimode,spike,batch full SVD (warm-up),0.38,0.541667
multimode,spike,batch full SVD (warm-up),0.39,0.55
multimode,spike,batch full SVD (warm-up),0.4,0.566667
multimode,spike,batch full SVD (warm-up),0.41,0.591667
multimode,spike,batch full SVD (warm-up),0.42,0.608333
multimode,spike,batch full SVD (warm-up),0.43,0.616667
multimode,spike,batch full SVD (warm-up),0.44,0.641667
multimode,spike,batch full SVD (warm-up),0.45,0.658333
multimode,spike,batch full SVD (warm-up),0.46,0.658333
multimode,spike,batch full SVD (warm-up),0.47,0.666667
multimode,spike,batch full SVD (warm-up),0.48,0.666667
multimode,spike,batch full SVD (warm-up),0.49,0.675
multimode,spike,batch full SVD (warm-up),0.5,0.683333
multimode,spike,batch full SVD (warm-up),0.51,0.7
multimode,spike,batch full SVD (warm-up),0.52,0.708333
multimode,spike,batch full SVD (warm-up),0.53,0.708333
multimode,spike,batch full SVD (warm-up),0.54,0.716667
multimode,spike,batch full SVD (warm-up),0.55,0.733333
multimode,spike,batch full SVD (warm-up),0.56,0.75
multimode,spike,batch full SVD (warm-up),0.57,0.766667
multimode,spike,batch full SVD (warm-up),0.58,0.791667
multimode,spike,batch full SVD (warm-up),0.59,0.8
multimode,spike,batch full SVD (warm-up),0.6,0.8
multimode,spike,batch full SVD (warm-up),0.61,0.8
multimode,spike,batch full SVD (warm-up),0.62,0.808333
multimode,spike,batch full SVD (warm-up),0.63,0.816667
multimode,spike,batch full SVD (warm-up),0.64,0.833333
multimode,spike,batch full SVD (warm-up),0.65,0.85
multimode,spike,batch full SVD (warm-up),0.66,0.858333
multimode,spike,batch full SVD (warm-up),0.67,0.875
multimode,spike,batch full SVD (warm-up),0.68,0.916667
multimode,spike,batch full SVD (warm-up),0.69,0.916667
multimode,spike,batch full SVD (warm-up),0.7,0.933333
multimode,spike,batch full SVD (warm-up),0.71,0.958333
multimode,spike,batch full SVD (warm-up),0.72,0.958333
multimode,spike,batch full SVD (warm-up),0.73,0.958333
multimode,spike,batch full SVD (warm-up),0.74,0.966667
multimode,spike,batch full SVD (warm-up),0.75,0.966667
multimode,spike,batch full SVD (warm-up),0.76,0.966667
multimode,spike,batch full SVD (warm-up),0.77,0.966667
multimode,spike,batch full SVD (warm-up),0.78,0.966667
multimode,spike,batch full SVD (warm-up),0.79,0.966667
multimode,spike,batch full SVD (warm-up),0.8,0.966667
multimode,spike,batch full SVD (warm-up),0.81,0.983333
multimode,spike,batch full SVD (warm-up),0.82,0.991667
multimode,spike,batch full SVD (warm-up),0.83,0.991667
multimode,spike,batch full SVD (warm-up),0.84,1.0
multimode,spike,batch full SVD (warm-up),0.85,1.0
multimode,spike,batch full SVD (warm-up),0.86,1.0
multimode,spike,batch full SVD (warm-up),0.87,1.0
multimode,spike,batch full SVD (warm-up),0.88,1.0
multimode,spike,batch full SVD (warm-up),0.89,1.0
multimode,spike,batch full SVD (warm-up),0.9,1.0
multimode,spike,batch full SVD (warm-up),0.91,1.0
multimode,spike,batch full SVD (warm-up),0.92,1.0
multimode,spike,batch full SVD (warm-up),0.93,1.0
multimode,spike,batch full SVD (warm-up),0.94,1.0
multimode,spike,batch full SVD (warm-up),0.95,1.0
multimode,spike,batch full SVD (warm-up),0.96,1.0
multimode,spike,batch full SVD (warm-up),0.97,1.0
multimode,spike,batch full SVD (warm-up),0.98,1.0
multimode,spike,batch full SVD (warm-up),0.99,1.0
multimode,spike,batch full SVD (warm-up),1.0,1.0
multimode,spike,"batch full SVD (all-normal, uses labels)",0.0,0.0
multimode,spike,"batch full SVD (all-normal, uses labels)",0.01,0.016667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.02,0.058333
multimode,spike,"batch full SVD (all-normal, uses labels)",0.03,0.083333
multimode,spike,"batch full SVD (all-normal, uses labels)",0.04,0.091667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.05,0.1
multimode,spike,"batch full SVD (all-normal, uses labels)",0.06,0.108333
multimode,spike,"batch full SVD (all-normal, uses labels)",0.07,0.116667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.08,0.125
multimode,spike,"batch full SVD (all-normal, uses labels)",0.09,0.141667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.1,0.15
multimode,spike,"batch full SVD (all-normal, uses labels)",0.11,0.191667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.12,0.216667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.13,0.241667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.14,0.241667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.15,0.241667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.16,0.258333
multimode,spike,"batch full SVD (all-normal, uses labels)",0.17,0.266667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.18,0.275
multimode,spike,"batch full SVD (all-normal, uses labels)",0.19,0.291667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.2,0.325
multimode,spike,"batch full SVD (all-normal, uses labels)",0.21,0.341667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.22,0.35
multimode,spike,"batch full SVD (all-normal, uses labels)",0.23,0.358333
multimode,spike,"batch full SVD (all-normal, uses labels)",0.24,0.358333
multimode,spike,"batch full SVD (all-normal, uses labels)",0.25,0.375
multimode,spike,"batch full SVD (all-normal, uses labels)",0.26,0.391667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.27,0.416667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.28,0.433333
multimode,spike,"batch full SVD (all-normal, uses labels)",0.29,0.441667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.3,0.45
multimode,spike,"batch full SVD (all-normal, uses labels)",0.31,0.458333
multimode,spike,"batch full SVD (all-normal, uses labels)",0.32,0.475
multimode,spike,"batch full SVD (all-normal, uses labels)",0.33,0.5
multimode,spike,"batch full SVD (all-normal, uses labels)",0.34,0.508333
multimode,spike,"batch full SVD (all-normal, uses labels)",0.35,0.516667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.36,0.516667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.37,0.533333
multimode,spike,"batch full SVD (all-normal, uses labels)",0.38,0.55
multimode,spike,"batch full SVD (all-normal, uses labels)",0.39,0.583333
multimode,spike,"batch full SVD (all-normal, uses labels)",0.4,0.583333
multimode,spike,"batch full SVD (all-normal, uses labels)",0.41,0.591667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.42,0.608333
multimode,spike,"batch full SVD (all-normal, uses labels)",0.43,0.616667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.44,0.633333
multimode,spike,"batch full SVD (all-normal, uses labels)",0.45,0.633333
multimode,spike,"batch full SVD (all-normal, uses labels)",0.46,0.658333
multimode,spike,"batch full SVD (all-normal, uses labels)",0.47,0.666667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.48,0.691667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.49,0.691667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.5,0.7
multimode,spike,"batch full SVD (all-normal, uses labels)",0.51,0.7
multimode,spike,"batch full SVD (all-normal, uses labels)",0.52,0.708333
multimode,spike,"batch full SVD (all-normal, uses labels)",0.53,0.716667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.54,0.75
multimode,spike,"batch full SVD (all-normal, uses labels)",0.55,0.758333
multimode,spike,"batch full SVD (all-normal, uses labels)",0.56,0.775
multimode,spike,"batch full SVD (all-normal, uses labels)",0.57,0.791667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.58,0.8
multimode,spike,"batch full SVD (all-normal, uses labels)",0.59,0.816667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.6,0.825
multimode,spike,"batch full SVD (all-normal, uses labels)",0.61,0.85
multimode,spike,"batch full SVD (all-normal, uses labels)",0.62,0.858333
multimode,spike,"batch full SVD (all-normal, uses labels)",0.63,0.866667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.64,0.866667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.65,0.875
multimode,spike,"batch full SVD (all-normal, uses labels)",0.66,0.883333
multimode,spike,"batch full SVD (all-normal, uses labels)",0.67,0.891667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.68,0.9
multimode,spike,"batch full SVD (all-normal, uses labels)",0.69,0.908333
multimode,spike,"batch full SVD (all-normal, uses labels)",0.7,0.925
multimode,spike,"batch full SVD (all-normal, uses labels)",0.71,0.941667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.72,0.958333
multimode,spike,"batch full SVD (all-normal, uses labels)",0.73,0.966667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.74,0.966667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.75,0.966667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.76,0.966667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.77,0.966667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.78,0.966667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.79,0.966667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.8,0.983333
multimode,spike,"batch full SVD (all-normal, uses labels)",0.81,0.983333
multimode,spike,"batch full SVD (all-normal, uses labels)",0.82,0.991667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.83,0.991667
multimode,spike,"batch full SVD (all-normal, uses labels)",0.84,1.0
multimode,spike,"batch full SVD (all-normal, uses labels)",0.85,1.0
multimode,spike,"batch full SVD (all-normal, uses labels)",0.86,1.0
multimode,spike,"batch full SVD (all-normal, uses labels)",0.87,1.0
multimode,spike,"batch full SVD (all-normal, uses labels)",0.88,1.0
multimode,spike,"batch full SVD (all-normal, uses labels)",0.89,1.0
multimode,spike,"batch full SVD (all-normal, uses labels)",0.9,1.0
multimode,spike,"batch full SVD (all-normal, uses labels)",0.91,1.0
multimode,spike,"batch full SVD (all-normal, uses labels)",0.92,1.0
multimode,spike,"batch full SVD (all-normal, uses labels)",0.93,1.0
multimode,spike,"batch full SVD (all-normal, uses labels)",0.94,1.0
multimode,spike,"batch full SVD (all-normal, uses labels)",0.95,1.0
multimode,spike,"batch full SVD (all-normal, uses labels)",0.96,1.0
multimode,spike,"batch full SVD (all-normal, uses labels)",0.97,1.0
multimode,spike,"batch full SVD (all-normal, uses labels)",0.98,1.0
multimode,spike,"batch full SVD (all-normal, uses labels)",0.99,1.0
multimode,spike,"batch full SVD (all-normal, uses labels)",1.0,1.0
multimode,spike,"incremental, reorth",0.0,0.0
multimode,spike,"incremental, reorth",0.01,0.025
multimode,spike,"incremental, reorth",0.02,0.033333
multimode,spike,"incremental, reorth",0.03,0.058333
multimode,spike,"incremental, reorth",0.04,0.075
multimode,spike,"incremental, reorth",0.05,0.091667
multimode,spike,"incremental, reorth",0.06,0.1
multimode,spike,"incremental, reorth",0.07,0.108333
multimode,spike,"incremental, reorth",0.08,0.133333
multimode,spike,"incremental, reorth",0.09,0.15
multimode,spike,"incremental, reorth",0.1,0.166667
multimode,spike,"incremental, reorth",0.11,0.183333
multimode,spike,"incremental, reorth",0.12,0.191667
multimode,spike,"incremental, reorth",0.13,0.225
multimode,spike,"incremental, reorth",0.14,0.25
multimode,spike,"incremental, reorth",0.15,0.258333
multimode,spike,"incremental, reorth",0.16,0.266667
multimode,spike,"incremental, reorth",0.17,0.275
multimode,spike,"incremental, reorth",0.18,0.283333
multimode,spike,"incremental, reorth",0.19,0.283333
multimode,spike,"incremental, reorth",0.2,0.308333
multimode,spike,"incremental, reorth",0.21,0.316667
multimode,spike,"incremental, reorth",0.22,0.316667
multimode,spike,"incremental, reorth",0.23,0.341667
multimode,spike,"incremental, reorth",0.24,0.358333
multimode,spike,"incremental, reorth",0.25,0.366667
multimode,spike,"incremental, reorth",0.26,0.375
multimode,spike,"incremental, reorth",0.27,0.383333
multimode,spike,"incremental, reorth",0.28,0.4
multimode,spike,"incremental, reorth",0.29,0.425
multimode,spike,"incremental, reorth",0.3,0.45
multimode,spike,"incremental, reorth",0.31,0.458333
multimode,spike,"incremental, reorth",0.32,0.466667
multimode,spike,"incremental, reorth",0.33,0.466667
multimode,spike,"incremental, reorth",0.34,0.466667
multimode,spike,"incremental, reorth",0.35,0.491667
multimode,spike,"incremental, reorth",0.36,0.516667
multimode,spike,"incremental, reorth",0.37,0.55
multimode,spike,"incremental, reorth",0.38,0.566667
multimode,spike,"incremental, reorth",0.39,0.575
multimode,spike,"incremental, reorth",0.4,0.591667
multimode,spike,"incremental, reorth",0.41,0.641667
multimode,spike,"incremental, reorth",0.42,0.65
multimode,spike,"incremental, reorth",0.43,0.658333
multimode,spike,"incremental, reorth",0.44,0.658333
multimode,spike,"incremental, reorth",0.45,0.658333
multimode,spike,"incremental, reorth",0.46,0.658333
multimode,spike,"incremental, reorth",0.47,0.658333
multimode,spike,"incremental, reorth",0.48,0.666667
multimode,spike,"incremental, reorth",0.49,0.691667
multimode,spike,"incremental, reorth",0.5,0.708333
multimode,spike,"incremental, reorth",0.51,0.716667
multimode,spike,"incremental, reorth",0.52,0.75
multimode,spike,"incremental, reorth",0.53,0.766667
multimode,spike,"incremental, reorth",0.54,0.783333
multimode,spike,"incremental, reorth",0.55,0.783333
multimode,spike,"incremental, reorth",0.56,0.8
multimode,spike,"incremental, reorth",0.57,0.808333
multimode,spike,"incremental, reorth",0.58,0.808333
multimode,spike,"incremental, reorth",0.59,0.808333
multimode,spike,"incremental, reorth",0.6,0.833333
multimode,spike,"incremental, reorth",0.61,0.833333
multimode,spike,"incremental, reorth",0.62,0.85
multimode,spike,"incremental, reorth",0.63,0.858333
multimode,spike,"incremental, reorth",0.64,0.858333
multimode,spike,"incremental, reorth",0.65,0.875
multimode,spike,"incremental, reorth",0.66,0.883333
multimode,spike,"incremental, reorth",0.67,0.9
multimode,spike,"incremental, reorth",0.68,0.908333
multimode,spike,"incremental, reorth",0.69,0.925
multimode,spike,"incremental, reorth",0.7,0.95
multimode,spike,"incremental, reorth",0.71,0.95
multimode,spike,"incremental, reorth",0.72,0.958333
multimode,spike,"incremental, reorth",0.73,0.966667
multimode,spike,"incremental, reorth",0.74,0.966667
multimode,spike,"incremental, reorth",0.75,0.966667
multimode,spike,"incremental, reorth",0.76,0.966667
multimode,spike,"incremental, reorth",0.77,0.966667
multimode,spike,"incremental, reorth",0.78,0.966667
multimode,spike,"incremental, reorth",0.79,0.975
multimode,spike,"incremental, reorth",0.8,0.983333
multimode,spike,"incremental, reorth",0.81,0.983333
multimode,spike,"incremental, reorth",0.82,0.991667
multimode,spike,"incremental, reorth",0.83,0.991667
multimode,spike,"incremental, reorth",0.84,0.991667
multimode,spike,"incremental, reorth",0.85,1.0
multimode,spike,"incremental, reorth",0.86,1.0
multimode,spike,"incremental, reorth",0.87,1.0
multimode,spike,"incremental, reorth",0.88,1.0
multimode,spike,"incremental, reorth",0.89,1.0
multimode,spike,"incremental, reorth",0.9,1.0
multimode,spike,"incremental, reorth",0.91,1.0
multimode,spike,"incremental, reorth",0.92,1.0
multimode,spike,"incremental, reorth",0.93,1.0
multimode,spike,"incremental, reorth",0.94,1.0
multimode,spike,"incremental, reorth",0.95,1.0
multimode,spike,"incremental, reorth",0.96,1.0
multimode,spike,"incremental, reorth",0.97,1.0
multimode,spike,"incremental, reorth",0.98,1.0
multimode,spike,"incremental, reorth",0.99,1.0
multimode,spike,"incremental, reorth",1.0,1.0
multimode,spike,"incremental, no reorth",0.0,0.0
multimode,spike,"incremental, no reorth",0.01,0.025
multimode,spike,"incremental, no reorth",0.02,0.033333
multimode,spike,"incremental, no reorth",0.03,0.058333
multimode,spike,"incremental, no reorth",0.04,0.075
multimode,spike,"incremental, no reorth",0.05,0.091667
multimode,spike,"incremental, no reorth",0.06,0.1
multimode,spike,"incremental, no reorth",0.07,0.108333
multimode,spike,"incremental, no reorth",0.08,0.133333
multimode,spike,"incremental, no reorth",0.09,0.15
multimode,spike,"incremental, no reorth",0.1,0.166667
multimode,spike,"incremental, no reorth",0.11,0.183333
multimode,spike,"incremental, no reorth",0.12,0.191667
multimode,spike,"incremental, no reorth",0.13,0.225
multimode,spike,"incremental, no reorth",0.14,0.25
multimode,spike,"incremental, no reorth",0.15,0.258333
multimode,spike,"incremental, no reorth",0.16,0.266667
multimode,spike,"incremental, no reorth",0.17,0.275
multimode,spike,"incremental, no reorth",0.18,0.283333
multimode,spike,"incremental, no reorth",0.19,0.283333
multimode,spike,"incremental, no reorth",0.2,0.308333
multimode,spike,"incremental, no reorth",0.21,0.316667
multimode,spike,"incremental, no reorth",0.22,0.316667
multimode,spike,"incremental, no reorth",0.23,0.341667
multimode,spike,"incremental, no reorth",0.24,0.358333
multimode,spike,"incremental, no reorth",0.25,0.366667
multimode,spike,"incremental, no reorth",0.26,0.375
multimode,spike,"incremental, no reorth",0.27,0.383333
multimode,spike,"incremental, no reorth",0.28,0.4
multimode,spike,"incremental, no reorth",0.29,0.425
multimode,spike,"incremental, no reorth",0.3,0.45
multimode,spike,"incremental, no reorth",0.31,0.458333
multimode,spike,"incremental, no reorth",0.32,0.466667
multimode,spike,"incremental, no reorth",0.33,0.466667
multimode,spike,"incremental, no reorth",0.34,0.466667
multimode,spike,"incremental, no reorth",0.35,0.491667
multimode,spike,"incremental, no reorth",0.36,0.516667
multimode,spike,"incremental, no reorth",0.37,0.55
multimode,spike,"incremental, no reorth",0.38,0.566667
multimode,spike,"incremental, no reorth",0.39,0.575
multimode,spike,"incremental, no reorth",0.4,0.591667
multimode,spike,"incremental, no reorth",0.41,0.641667
multimode,spike,"incremental, no reorth",0.42,0.65
multimode,spike,"incremental, no reorth",0.43,0.658333
multimode,spike,"incremental, no reorth",0.44,0.658333
multimode,spike,"incremental, no reorth",0.45,0.658333
multimode,spike,"incremental, no reorth",0.46,0.658333
multimode,spike,"incremental, no reorth",0.47,0.658333
multimode,spike,"incremental, no reorth",0.48,0.666667
multimode,spike,"incremental, no reorth",0.49,0.691667
multimode,spike,"incremental, no reorth",0.5,0.708333
multimode,spike,"incremental, no reorth",0.51,0.716667
multimode,spike,"incremental, no reorth",0.52,0.75
multimode,spike,"incremental, no reorth",0.53,0.766667
multimode,spike,"incremental, no reorth",0.54,0.783333
multimode,spike,"incremental, no reorth",0.55,0.783333
multimode,spike,"incremental, no reorth",0.56,0.8
multimode,spike,"incremental, no reorth",0.57,0.808333
multimode,spike,"incremental, no reorth",0.58,0.808333
multimode,spike,"incremental, no reorth",0.59,0.808333
multimode,spike,"incremental, no reorth",0.6,0.833333
multimode,spike,"incremental, no reorth",0.61,0.833333
multimode,spike,"incremental, no reorth",0.62,0.85
multimode,spike,"incremental, no reorth",0.63,0.858333
multimode,spike,"incremental, no reorth",0.64,0.858333
multimode,spike,"incremental, no reorth",0.65,0.875
multimode,spike,"incremental, no reorth",0.66,0.883333
multimode,spike,"incremental, no reorth",0.67,0.9
multimode,spike,"incremental, no reorth",0.68,0.908333
multimode,spike,"incremental, no reorth",0.69,0.925
multimode,spike,"incremental, no reorth",0.7,0.95
multimode,spike,"incremental, no reorth",0.71,0.95
multimode,spike,"incremental, no reorth",0.72,0.958333
multimode,spike,"incremental, no reorth",0.73,0.966667
multimode,spike,"incremental, no reorth",0.74,0.966667
multimode,spike,"incremental, no reorth",0.75,0.966667
multimode,spike,"incremental, no reorth",0.76,0.966667
multimode,spike,"incremental, no reorth",0.77,0.966667
multimode,spike,"incremental, no reorth",0.78,0.966667
multimode,spike,"incremental, no reorth",0.79,0.975
multimode,spike,"incremental, no reorth",0.8,0.983333
multimode,spike,"incremental, no reorth",0.81,0.983333
multimode,spike,"incremental, no reorth",0.82,0.991667
multimode,spike,"incremental, no reorth",0.83,0.991667
multimode,spike,"incremental, no reorth",0.84,0.991667
multimode,spike,"incremental, no reorth",0.85,1.0
multimode,spike,"incremental, no reorth",0.86,1.0
multimode,spike,"incremental, no reorth",0.87,1.0
multimode,spike,"incremental, no reorth",0.88,1.0
multimode,spike,"incremental, no reorth",0.89,1.0
multimode,spike,"incremental, no reorth",0.9,1.0
multimode,spike,"incremental, no reorth",0.91,1.0
multimode,spike,"incremental, no reorth",0.92,1.0
multimode,spike,"incremental, no reorth",0.93,1.0
multimode,spike,"incremental, no reorth",0.94,1.0
multimode,spike,"incremental, no reorth",0.95,1.0
multimode,spike,"incremental, no reorth",0.96,1.0
multimode,spike,"incremental, no reorth",0.97,1.0
multimode,spike,"incremental, no reorth",0.98,1.0
multimode,spike,"incremental, no reorth",0.99,1.0
multimode,spike,"incremental, no reorth",1.0,1.0
multimode,spike,"incremental, rank from gap criterion",0.0,0.216667
multimode,spike,"incremental, rank from gap criterion",0.01,0.658333
multimode,spike,"incremental, rank from gap criterion",0.02,0.8
multimode,spike,"incremental, rank from gap criterion",0.03,0.883333
multimode,spike,"incremental, rank from gap criterion",0.04,0.916667
multimode,spike,"incremental, rank from gap criterion",0.05,0.916667
multimode,spike,"incremental, rank from gap criterion",0.06,0.941667
multimode,spike,"incremental, rank from gap criterion",0.07,0.95
multimode,spike,"incremental, rank from gap criterion",0.08,0.958333
multimode,spike,"incremental, rank from gap criterion",0.09,0.966667
multimode,spike,"incremental, rank from gap criterion",0.1,0.983333
multimode,spike,"incremental, rank from gap criterion",0.11,0.983333
multimode,spike,"incremental, rank from gap criterion",0.12,0.991667
multimode,spike,"incremental, rank from gap criterion",0.13,0.991667
multimode,spike,"incremental, rank from gap criterion",0.14,0.991667
multimode,spike,"incremental, rank from gap criterion",0.15,0.991667
multimode,spike,"incremental, rank from gap criterion",0.16,1.0
multimode,spike,"incremental, rank from gap criterion",0.17,1.0
multimode,spike,"incremental, rank from gap criterion",0.18,1.0
multimode,spike,"incremental, rank from gap criterion",0.19,1.0
multimode,spike,"incremental, rank from gap criterion",0.2,1.0
multimode,spike,"incremental, rank from gap criterion",0.21,1.0
multimode,spike,"incremental, rank from gap criterion",0.22,1.0
multimode,spike,"incremental, rank from gap criterion",0.23,1.0
multimode,spike,"incremental, rank from gap criterion",0.24,1.0
multimode,spike,"incremental, rank from gap criterion",0.25,1.0
multimode,spike,"incremental, rank from gap criterion",0.26,1.0
multimode,spike,"incremental, rank from gap criterion",0.27,1.0
multimode,spike,"incremental, rank from gap criterion",0.28,1.0
multimode,spike,"incremental, rank from gap criterion",0.29,1.0
multimode,spike,"incremental, rank from gap criterion",0.3,1.0
multimode,spike,"incremental, rank from gap criterion",0.31,1.0
multimode,spike,"incremental, rank from gap criterion",0.32,1.0
multimode,spike,"incremental, rank from gap criterion",0.33,1.0
multimode,spike,"incremental, rank from gap criterion",0.34,1.0
multimode,spike,"incremental, rank from gap criterion",0.35,1.0
multimode,spike,"incremental, rank from gap criterion",0.36,1.0
multimode,spike,"incremental, rank from gap criterion",0.37,1.0
multimode,spike,"incremental, rank from gap criterion",0.38,1.0
multimode,spike,"incremental, rank from gap criterion",0.39,1.0
multimode,spike,"incremental, rank from gap criterion",0.4,1.0
multimode,spike,"incremental, rank from gap criterion",0.41,1.0
multimode,spike,"incremental, rank from gap criterion",0.42,1.0
multimode,spike,"incremental, rank from gap criterion",0.43,1.0
multimode,spike,"incremental, rank from gap criterion",0.44,1.0
multimode,spike,"incremental, rank from gap criterion",0.45,1.0
multimode,spike,"incremental, rank from gap criterion",0.46,1.0
multimode,spike,"incremental, rank from gap criterion",0.47,1.0
multimode,spike,"incremental, rank from gap criterion",0.48,1.0
multimode,spike,"incremental, rank from gap criterion",0.49,1.0
multimode,spike,"incremental, rank from gap criterion",0.5,1.0
multimode,spike,"incremental, rank from gap criterion",0.51,1.0
multimode,spike,"incremental, rank from gap criterion",0.52,1.0
multimode,spike,"incremental, rank from gap criterion",0.53,1.0
multimode,spike,"incremental, rank from gap criterion",0.54,1.0
multimode,spike,"incremental, rank from gap criterion",0.55,1.0
multimode,spike,"incremental, rank from gap criterion",0.56,1.0
multimode,spike,"incremental, rank from gap criterion",0.57,1.0
multimode,spike,"incremental, rank from gap criterion",0.58,1.0
multimode,spike,"incremental, rank from gap criterion",0.59,1.0
multimode,spike,"incremental, rank from gap criterion",0.6,1.0
multimode,spike,"incremental, rank from gap criterion",0.61,1.0
multimode,spike,"incremental, rank from gap criterion",0.62,1.0
multimode,spike,"incremental, rank from gap criterion",0.63,1.0
multimode,spike,"incremental, rank from gap criterion",0.64,1.0
multimode,spike,"incremental, rank from gap criterion",0.65,1.0
multimode,spike,"incremental, rank from gap criterion",0.66,1.0
multimode,spike,"incremental, rank from gap criterion",0.67,1.0
multimode,spike,"incremental, rank from gap criterion",0.68,1.0
multimode,spike,"incremental, rank from gap criterion",0.69,1.0
multimode,spike,"incremental, rank from gap criterion",0.7,1.0
multimode,spike,"incremental, rank from gap criterion",0.71,1.0
multimode,spike,"incremental, rank from gap criterion",0.72,1.0
multimode,spike,"incremental, rank from gap criterion",0.73,1.0
multimode,spike,"incremental, rank from gap criterion",0.74,1.0
multimode,spike,"incremental, rank from gap criterion",0.75,1.0
multimode,spike,"incremental, rank from gap criterion",0.76,1.0
multimode,spike,"incremental, rank from gap criterion",0.77,1.0
multimode,spike,"incremental, rank from gap criterion",0.78,1.0
multimode,spike,"incremental, rank from gap criterion",0.79,1.0
multimode,spike,"incremental, rank from gap criterion",0.8,1.0
multimode,spike,"incremental, rank from gap criterion",0.81,1.0
multimode,spike,"incremental, rank from gap criterion",0.82,1.0
multimode,spike,"incremental, rank from gap criterion",0.83,1.0
multimode,spike,"incremental, rank from gap criterion",0.84,1.0
multimode,spike,"incremental, rank from gap criterion",0.85,1.0
multimode,spike,"incremental, rank from gap criterion",0.86,1.0
multimode,spike,"incremental, rank from gap criterion",0.87,1.0
multimode,spike,"incremental, rank from gap criterion",0.88,1.0
multimode,spike,"incremental, rank from gap criterion",0.89,1.0
multimode,spike,"incremental, rank from gap criterion",0.9,1.0
multimode,spike,"incremental, rank from gap criterion",0.91,1.0
multimode,spike,"incremental, rank from gap criterion",0.92,1.0
multimode,spike,"incremental, rank from gap criterion",0.93,1.0
multimode,spike,"incremental, rank from gap criterion",0.94,1.0
multimode,spike,"incremental, rank from gap criterion",0.95,1.0
multimode,spike,"incremental, rank from gap criterion",0.96,1.0
multimode,spike,"incremental, rank from gap criterion",0.97,1.0
multimode,spike,"incremental, rank from gap criterion",0.98,1.0
multimode,spike,"incremental, rank from gap criterion",0.99,1.0
multimode,spike,"incremental, rank from gap criterion",1.0,1.0
multimode,spike,"C host binary, reorth",0.0,0.0
multimode,spike,"C host binary, reorth",0.01,0.025
multimode,spike,"C host binary, reorth",0.02,0.033333
multimode,spike,"C host binary, reorth",0.03,0.058333
multimode,spike,"C host binary, reorth",0.04,0.075
multimode,spike,"C host binary, reorth",0.05,0.091667
multimode,spike,"C host binary, reorth",0.06,0.1
multimode,spike,"C host binary, reorth",0.07,0.108333
multimode,spike,"C host binary, reorth",0.08,0.133333
multimode,spike,"C host binary, reorth",0.09,0.15
multimode,spike,"C host binary, reorth",0.1,0.166667
multimode,spike,"C host binary, reorth",0.11,0.183333
multimode,spike,"C host binary, reorth",0.12,0.191667
